Channel,Cons_12m,Cons_gas_12m,Forecast_discount_energy,Has_gas,Imp_cons,Margin_net,Net_margin,Origin,Pow_max,Churn,contract_modification_interval,contract_interval,price_off_peak_fix,price_mid_peak_fix,avg_price_annual,avg_price_6_months,avg_price_3_months
BB,32144,0,0,0,0,18.12,64.13,A,10.39,0,0,7,44.26693,0,0.14995350440343222,0.14875243178435735,0.14770600199699402
DD,17371,0,0,0,0,24.52,237.98,E,13.2,1,0,3,44.26693,0,0.14828216657042503,0.1473078578710556,0.14603300392627716
DD,10505,0,0,0,27.65,37.68,32.89,B,15.1,0,0,6,40.565968,16.226389,0.1279144169141849,0.12571971437760762,0.12338799983263016
AA,60399,0,0,0,0,17.45,115.47,E,13.856,0,0,4,44.26693,0,0.14497258017460504,0.14370799490383693,0.14249399304389954
BB,5568,0,0,0,34.5,14.64,12.04,A,10.392,0,2,4,44.26693,0,0.14783083399136862,0.14761714424405778,0.14678800106048584
FF,21448,0,0,0,0,27.14,204.18,B,13.2,1,0,5,44.26693,0,0.16674266879757246,0.1653482892683574,0.16402600705623627
BB,6437,0,0,0,0,11.84,78.4,A,10.392,0,6,7,44.26693,0,0.14929567029078802,0.14762471616268158,0.14573249965906143
FF,4978,0,0,0,0,20.52,59.79,B,13.2,0,4,5,44.26693,0,0.14991300304730734,0.14810443137373244,0.14596450328826904
BB,62764,0,0,0,0,25.56,88.86,A,13.86,0,1,4,44.26693,0,0.15064908315738043,0.14887485333851405,0.147599995136261
FF,47431,0,0,0,0,13.1,170.59,E,10.392,0,0,4,44.26693,0,0.16759591549634933,0.16717514395713806,0.16663800179958344
BB,25443,51146,0,1,244.54,25.92,310.54,A,17.321,0,5,6,40.565968,16.226389,0.12530174913505712,0.12281771323510579,0.12048599869012833
BB,3826,0,0,0,29.76,21.48,53.5,A,10.392,0,0,4,44.26693,0,0.1464264988899231,0.14521785506180354,0.14394299685955048
BB,6310,0,0,0,61.31,49.44,72.12,A,19.8,0,0,5,40.565968,16.226389,0.12433841886619727,0.12223771533795766,0.1199060007929802
BB,4665,0,0,0,0,16.92,60.98,A,10.39,0,1,4,44.26693,0,0.14887133737405142,0.1479144309248243,0.14678800106048584
BB,1538,0,0,0,0,30.22,22.44,B,13.2,0,0,4,44.26693,0,0.15121008455753326,0.14986085891723633,0.14858600497245789
BB,883,0,0,0,42.91,12.82,9.7,B,13.2,0,6,7,44.26693,0,0.14658508573969206,0.1439951424087797,0.14305200055241585
BB,13085,0,0,0,398.38,9.2,90.85,E,13.856,0,4,6,44.26693,0,0.16405767078200975,0.16310814661639078,0.1625560037791729
FF,3210,5771,0,1,0,27.32,49.53,A,13.2,0,0,6,44.26693,0,0.1512171688179175,0.14986085891723633,0.14858600497245789
AA,2590,0,0,0,0,28.56,54.63,B,11.4,1,0,7,44.26693,0,0.14995350440343222,0.14875243178435735,0.14770600199699402
FF,1811,0,0,0,0,21.09,27.01,B,10.392,0,3,5,44.44471,0,0.1512566643456618,0.1499771433217185,0.14878950268030167
DD,12456,0,0,0,8.8,37.98,135.92,B,26.4,0,0,4,40.565968,16.226389,0.12278558065493901,0.12050671236855644,0.11817499995231628
FF,9590,7078,0,1,142.1,15.12,102.81,B,13.2,0,3,4,44.26693,0,0.14722500244776407,0.1453128606081009,0.1429865062236786
AA,19218,0,0,0,0,14.7,213.32,E,13.856,0,0,7,44.26693,0,0.1468458374341329,0.14568071918828146,0.14469900727272034
BB,9854,0,0,0,112.43,22.95,139.23,A,13.856,0,3,5,44.44471,0,0.15075658385952315,0.14887485333851405,0.147599995136261
BB,5635,0,0,0,0,14.88,36.55,A,12.5,0,0,6,44.26693,0,0.1497394951681296,0.14857699615614756,0.147599995136261
AA,4376,0,0,0,75.58,11.06,59.24,B,11.4,0,0,6,44.26693,0,0.14861158778270087,0.14746914591108048,0.14652825146913528
DD,3427,1538,0,1,0,12.82,35.51,B,13.2,0,1,4,44.26693,0,0.14497258017460504,0.14370799490383693,0.14249399304389954
BB,8185,0,0,0,0,7.8,105,A,10.392,0,6,7,44.26693,0,0.14826408649484316,0.14594014414719172,0.14379850029945374
DD,4214,0,0,0,0,12.36,35.49,E,10.392,0,2,4,45.29281,0,0.14868458360433578,0.1480628592627389,0.14678800106048584
BB,42385,0,0,0,0,10.08,2.17,B,10.392,0,6,7,44.26693,0,0.16232491905490556,0.16055200142519815,0.16025300323963165
FF,13066,0,0,0,357.72,10.08,86.17,A,10.39,0,4,5,44.26693,0,0.14731741324067116,0.14442485570907593,0.14337049797177315
BB,396,0,0,0,5.02,19.2,5.98,A,10.392,0,1,4,44.26693,0,0.14996816590428352,0.14887485333851405,0.147599995136261
BB,4685,0,0,0,0,13.4,55.74,A,13.856,0,3,4,44.26693,0,0.14646941547592482,0.14426542818546295,0.14330600202083588
BB,20126,0,0,0,0,28.34,360.13,E,13.8,0,0,4,44.26693,0,0.14837058261036873,0.1473078578710556,0.14603300392627716
BB,0,0,0,0,0,37.56,0,A,15,0,0,5,44.26693,0,0.15070050209760666,0.14925785788467952,0.14798299968242645
AA,12756,0,0,0,310.02,28.2,216.2,A,12.5,0,5,6,44.26693,0,0.15700866530338922,0.15746871488434927,0.1559470035135746
DD,5856,0,0,0,152.15,10.08,73.25,B,10.392,0,0,6,44.26693,0,0.17070841292540231,0.16972999700478145,0.16871724650263786
FF,15870,0,0,0,159.57,29.64,169.29,A,19.8,1,1,5,40.565968,16.226389,0.12154383646945159,0.11889371595212392,0.11616375111043453
AA,6479,4168,0,1,56.29,10.66,72.17,E,11,0,5,7,44.26693,0,0.14413216710090637,0.14314871174948557,0.14249399304389954
BB,5931,15063,0,1,0,7.32,62.7,B,13.856,0,4,5,45.760933,0,0.17778083433707556,0.16868871450424194,0.15239575132727623
DD,20107,0,0,0,170.08,16.56,225.38,E,26.4,0,1,4,40.565968,16.226389,0.12269558136661847,0.12035242787429265,0.11817499995231628
FF,11343,0,0,0,315.06,7.02,140,A,15,0,2,4,44.26693,0,0.1481195812424024,0.1470942837851388,0.1463642492890358
FF,1999,0,0,0,0,21.48,31.07,A,10.39,0,4,6,44.44471,0,0.15083883330225945,0.14986085891723633,0.14858600497245789
BB,5990,0,0,0,0,33.12,93.04,B,13.2,0,5,6,44.26693,0,0.15070050209760666,0.14925785788467952,0.14798299968242645
FF,6449,0,0,0,0,18.62,95.76,B,13.2,0,0,5,44.26693,0,0.14979741101463637,0.14867628046444484,0.147599995136261
BB,604,0,0,0,0,12.36,8.05,A,10.392,0,3,4,44.26693,0,0.14840208242336908,0.14757857152393886,0.14678800106048584
AA,3878,0,0,0,22.48,32.96,46.76,B,19.8,0,0,7,40.565968,16.226389,0.12397108102838199,0.12140328543526786,0.11882150173187256
DD,4649,0,0,0,0,22.56,61.35,E,10.392,0,2,3,44.26693,0,0.17606275031963983,0.17685528312410628,0.1755329966545105
DD,14596,0,0,0,0,14.7,144.82,B,13.856,0,0,6,44.26693,0,0.16702691341439882,0.16619971181665147,0.16586774960160255
AA,11005,0,0,0,107.17,28.47,120.35,B,19.8,0,0,4,40.565968,16.226389,0.12278558065493901,0.12050671236855644,0.11817499995231628
BB,4420,8047,0,1,39.36,23.1,35.6,A,12.5,0,2,4,44.44471,0,0.14877016842365265,0.1480628592627389,0.14678800106048584
BB,12134,12073,0,1,0,6.45,131.79,A,13.85,0,5,6,44.26693,0,0.14872958635290465,0.1465737181050437,0.14487700536847115
BB,5160,0,0,0,0,32.88,7.64,A,13.15,0,3,5,44.44471,0,0.15101383253932,0.14986085891723633,0.14858600497245789
BB,7590,0,0,0,22.21,31.64,115.58,A,20,0,4,5,40.565968,16.226389,0.12468250095844269,0.1212814279964992,0.11875499784946442
BB,10046,0,0,0,0,27.12,107.75,A,13.15,0,0,4,44.26693,0,0.1488244148592154,0.14887485333851405,0.147599995136261
FF,6280,0,0,0,0,25.56,91.62,A,13.86,0,0,4,44.26693,0,0.14500807970762253,0.1437688512461526,0.14249399304389954
AA,33,0,0,0,1.08,23.72,0.3,B,15.001,0,4,6,40.565968,16.226389,0.1227555808921655,0.12045528420380183,0.11817499995231628
FF,16082,58651,0,1,241.94,20.2,153.79,E,13.856,0,0,4,44.26693,0,0.14730783303578696,0.14622413899217332,0.14504699409008026
BB,19361,6004,0,1,326.3,31.08,235.91,A,20.785,0,0,6,40.565968,16.226389,0.1277973335236311,0.12571971437760762,0.12338799983263016
BB,4636,0,0,0,0,31.2,81.12,A,19.7,1,4,5,40.565968,16.226389,0.12351118434559215,0.12012100219726562,0.11759400367736816
BB,13044,0,0,0,0,27.14,153.15,B,13.2,0,0,7,44.26693,0,0.1476301650206248,0.1462552845478058,0.144896000623703
BB,19622,0,0,0,0,11.38,127.46,B,10.35,0,6,7,44.26693,0,0.14688083281119665,0.14555571334702627,0.14428149908781052
BB,18720,9284,0,1,166.47,9.89,233.04,E,20.7,0,0,7,40.565968,16.226389,0.1238738310833772,0.1212365712438311,0.11852975189685822
BB,3256,0,0,0,0,17.1,45.94,B,10.35,0,0,7,44.26693,0,0.1498646711309751,0.14860014617443085,0.14743950217962265
AA,10743,0,0,0,169.82,14.7,110.08,A,13.856,0,0,5,44.26693,0,0.16702691341439882,0.16619971181665147,0.16586774960160255
BB,6073,0,0,0,176.14,18.62,82.18,E,13.2,0,0,7,44.26693,0,0.14878475417693457,0.1477660025869097,0.14678800106048584
BB,1937,0,28,0,0,46.32,22.02,A,13.2,0,3,4,45.760933,0,0.1900408317645391,0.18871285447052547,0.1874379962682724
FF,690,0,0,0,0,21.7,11.27,B,11,0,2,4,44.44471,0,0.15118883177638054,0.14986085891723633,0.14858600497245789
FF,7609,0,24,0,85.86,43.94,62.58,A,17.32,0,2,4,41.06397,16.72439,0.16105733315149942,0.1592077144554683,0.15687599778175354
BB,10075,0,0,0,0,24.9,133,A,15,0,2,4,44.44471,0,0.1485769140223662,0.14632185229233333,0.14504699409008026
AA,54159,0,0,0,25.64,29.56,31.61,A,15,1,6,7,44.26693,0,0.14939183741807938,0.14778957409518106,0.14602100104093552
BB,17403,0,0,0,793.41,29.76,200.52,A,13.2,1,0,6,44.26693,0,0.1464264988899231,0.14521785506180354,0.14394299685955048
BB,17750,0,0,1,280.87,6.6,202.98,A,19.8,0,0,6,40.565968,16.226389,0.1255099984506766,0.12404142958777291,0.11882150173187256
BB,15858,78089,0,1,0,6.45,214.81,A,13.85,0,3,5,44.44471,0,0.14877291396260262,0.14754285769803183,0.14644425362348557
BB,30623,0,0,0,117.75,40.38,62.21,A,19.8,0,1,4,40.565968,16.226389,0.12629291911919913,0.12398871566568102,0.12165699899196625
BB,9410,6052,0,1,0,21.78,58.32,B,13.2,0,0,7,44.26693,0,0.14996467034022012,0.1487715733902795,0.1477394998073578
DD,5389,0,0,0,247.34,18.62,33.07,B,13.2,0,5,6,44.26693,0,0.1476219135026137,0.14577513933181763,0.14469799399375916
BB,29211,0,0,0,156.46,18.12,79.95,A,10.39,0,0,4,44.26693,0,0.14677516495188078,0.14602814401899064,0.14579900354146957
FF,7585,0,0,0,0,7.02,203.92,B,15,0,0,5,44.26693,0,0.1482293332616488,0.14703457057476044,0.1459994986653328
BB,52436,525468,0,0,180.61,43.02,183.04,A,26.5,0,0,3,40.565968,16.226389,0.125132250910004,0.12224771401711873,0.11991599947214127
BB,5422,0,0,0,74.3,23.47,74.48,A,17.32,0,3,4,40.565968,16.226389,0.1253830852607886,0.12248242965766362,0.11933600157499313
BB,35855,0,0,0,333.86,19.28,172.89,A,13.2,1,4,5,44.26693,0,0.14405883476138115,0.14297443202563695,0.1417970061302185
FF,18783,0,0,0,194.13,8.3,210.08,B,17.25,0,4,5,40.565968,16.226389,0.12602108592788377,0.1224418580532074,0.11803949996829033
BB,8988,0,0,0,0,16.14,56.33,A,10.392,0,5,6,44.26693,0,0.15068633606036505,0.14943014511040278,0.14828450232744217
BB,4052,0,0,0,39.04,30.9,46.88,B,19.8,0,0,7,40.565968,16.226389,0.12406833097338676,0.12156999962670463,0.1191132515668869
AA,1097,0,0,0,0,26.04,17.38,E,10.392,0,0,5,44.26693,0,0.15070050209760666,0.14925785788467952,0.14798299968242645
BB,2361,0,0,0,17.24,37.42,30.57,A,20,0,0,5,40.565968,16.226389,0.12763158480326334,0.12520271326814378,0.12287099659442902
BB,18607,0,0,0,0,28.5,66.91,E,13.8,0,0,4,44.26693,0,0.1512171688179175,0.14986085891723633,0.14858600497245789
BB,9320,0,0,0,302.63,6.18,115.48,B,13.2,0,6,7,44.26693,0,0.14685300116737685,0.14492300365652358,0.1431405059993267
DD,5701,0,0,0,49.12,17.1,70.08,E,15.2,0,0,6,40.565968,16.226389,0.12269558136661847,0.12035242787429265,0.11817499995231628
AA,14394,0,0,0,0,13.03,130.47,E,10.35,0,0,6,44.26693,0,0.16569441556930542,0.16708000004291534,0.16663800179958344
AA,29006,0,0,0,0,10.36,24.36,B,13.856,0,0,7,44.26693,0,0.1496236634751161,0.14837842753955297,0.14725250005722046
BB,17495,0,0,0,0,11.42,125.16,B,13.2,0,6,7,44.26693,0,0.167820505797863,0.16611514772687638,0.1655057556927204
BB,24385,0,0,0,0,29.85,0.23,B,16.5,0,0,6,40.565968,16.226389,0.1266285845388969,0.12224771401711873,0.11991599947214127
FF,8123,11618,0,1,100.22,28.6,48.81,A,13.856,0,1,3,44.26693,0,0.16550766925017038,0.1650572887488774,0.16373500227928162
FF,5246,0,0,0,155.84,22.89,41.35,B,13.856,0,5,6,44.26693,0,0.16839483504494032,0.1660011453287942,0.16385875269770622
BB,20807,0,0,0,325.88,41.52,291.04,A,27.713,0,2,4,40.728886,16.291555,0.1264299973845482,0.12389585588659559,0.12150200083851814
AA,33129,0,0,0,112.68,28.5,113.25,B,13.8,0,0,6,44.26693,0,0.16994900008042654,0.16853928778852736,0.16721700131893158
BB,22545,17136,0,1,0,24,299.02,A,16,0,2,4,40.565968,16.226389,0.12495433290799458,0.12172971452985491,0.11939799785614014
BB,91531,0,0,0,0,16.44,43.97,A,13.85,0,4,5,44.26693,0,0.1472666636109352,0.1443378563438143,0.1435379981994629
AA,1917,0,0,0,0,16.92,15.41,B,10.392,0,0,6,44.26693,0,0.1693881700436274,0.1688025721481868,0.1677969992160797
DD,3158,1306,0,1,40.77,27.32,47.15,A,13.2,0,0,4,44.26693,0,0.1512171688179175,0.14986085891723633,0.14858600497245789
BB,5466,0,0,0,0,34.56,86.18,B,13.8,0,0,6,44.26693,0,0.15016616880893707,0.14925785788467952,0.14798299968242645
AA,13504,0,0,0,144.24,15.15,151.96,B,22,0,0,7,40.565968,16.226389,0.1238580805559953,0.12120957033974784,0.11848250031471252
BB,12157,0,0,0,0,23.4,123.87,B,10.392,0,2,3,44.26693,0,0.16642283524076143,0.1650995739868709,0.16359075531363487
BB,3442,15592,0,1,162.51,24.42,51.31,B,13.2,0,1,3,44.44471,0,0.15070808306336403,0.14887485333851405,0.147599995136261
BB,34075,40546,0,1,96.34,24.2,52.07,A,13.856,0,0,4,44.26693,0,0.15070391818881035,0.14946028590202332,0.1483372487127781
BB,6060,0,0,0,180.61,19.04,87,A,13.5,0,0,7,44.26693,0,0.14878475417693457,0.1477660025869097,0.14678800106048584
AA,4563,0,0,0,0,27.32,63.72,E,13.2,0,0,7,44.26693,0,0.1464264988899231,0.14521785506180354,0.14394299685955048
BB,2719,0,0,0,64.89,29.56,33.27,A,15,0,4,5,44.26693,0,0.15000933408737183,0.14826957029955729,0.14625349640846252
BB,10693,0,0,0,426.17,31.2,111.58,B,13.856,0,0,7,44.26693,0,0.16987783337632814,0.16844028447355544,0.16711799800395966
FF,5815,0,0,0,0,21.78,67.7,A,13.2,0,0,6,44.26693,0,0.17007900029420853,0.16888828575611115,0.16790200024843216
BB,5278,0,0,0,0,10.36,59.42,E,13.856,0,3,4,44.26693,0,0.1469512494901816,0.14509142935276031,0.14330600202083588
BB,2222,0,30,0,74.54,36.48,28.6,A,10.392,0,3,4,45.760933,0,0.1901120829085509,0.18903899831431253,0.18800874799489975
AA,2890,0,0,0,0,21.64,41.48,B,10.392,0,0,5,44.26693,0,0.14995350440343222,0.14875243178435735,0.14770600199699402
DD,10992,0,0,0,0,9.84,140.59,B,19.6,1,5,6,40.565968,16.226389,0.12368582996229331,0.1209981409566743,0.11854450032114983
BB,10594,0,0,0,267.03,14.94,143.72,B,12.275,0,0,7,44.26693,0,0.14795799677570662,0.14681728184223175,0.14587949588894844
BB,3746,0,0,0,78.74,34.68,63.28,E,13.856,0,2,3,44.26693,0,0.15036408603191376,0.14868114462920598,0.14697375148534775
BB,15000,30072,0,1,0,7.02,206.38,A,15,0,2,4,44.26693,0,0.14707649747530618,0.1458904253584998,0.14486649632453918
BB,2712,0,0,0,78.97,24.62,36.22,A,12.5,1,4,5,44.26693,0,0.14928808559974036,0.14703314432076045,0.1453925035893917
BB,6249,0,0,0,0,17.1,81.06,B,11,0,6,7,44.26693,0,0.1495453342795372,0.1480527115719659,0.14603149518370628
BB,10636,0,0,0,90.32,17.52,132.92,A,20,1,3,4,40.565968,16.226389,0.125388835867246,0.122492287840162,0.11933600157499313
BB,5181,0,0,0,34.34,38.82,63.9,A,19.03,0,2,4,40.728886,16.291555,0.12559266636768976,0.12398871566568102,0.12165699899196625
BB,2769,0,0,0,0,23.76,33.06,B,10.392,0,0,6,44.26693,0,0.1705081673959891,0.16912028406347548,0.1677979975938797
AA,11980,0,0,0,26.05,34.27,57.44,B,15,0,0,6,44.26693,0,0.16905866687496504,0.1679582872561046,0.16663600504398346
BB,8997,168195,0,1,156.79,20.88,137.25,A,11.3,0,0,5,44.26693,0,0.14885408307115236,0.14887485333851405,0.147599995136261
BB,20026,0,0,0,308.97,7.23,153.49,A,15.1,0,2,4,40.565968,16.226389,0.12279950206478436,0.12228485941886902,0.12339875288307667
BB,5979,0,0,0,0,17.62,89.65,A,12.5,0,0,6,44.26693,0,0.14979741101463637,0.14867628046444484,0.147599995136261
FF,2378,0,0,0,73.08,23.65,31.06,E,10.35,0,2,4,44.26693,0,0.14555233096083006,0.14521785506180354,0.14394299685955048
BB,3945,0,0,0,35.2,39.35,43.71,A,17.321,0,0,6,40.565968,16.226389,0.12417433597147465,0.12223771533795766,0.1199060007929802
BB,5259,0,0,0,185.05,33.12,85.4,B,13.2,0,5,6,44.26693,0,0.15055675183733305,0.1490114288670676,0.1475517489016056
DD,14043,0,0,0,532.61,15.96,166.27,B,15,0,0,6,44.26693,0,0.14696116745471954,0.14602871239185333,0.14504699409008026
BB,31660,0,0,0,284.76,18.36,391.79,A,20,0,3,4,40.565968,16.226389,0.12381583328048389,0.12103428585188729,0.11875499784946442
BB,6652,19233,0,1,0,18.54,82.46,A,16.5,1,0,7,40.565968,16.226389,0.12269558136661847,0.12035242787429265,0.11817499995231628
AA,3229,0,0,0,22.18,35.21,39.78,E,15.5,1,0,6,40.565968,16.226389,0.1277973335236311,0.12571971437760762,0.12338799983263016
FF,17462,0,22,0,215.37,50.85,272.74,A,17.32,0,1,3,41.06397,16.72439,0.15368558590610823,0.153730713895389,0.15139900147914886
BB,18627,306884,0,1,154.33,5,218.5,B,15.001,0,5,7,40.728886,16.291555,0.12439024883011977,0.12176257052591868,0.11907299980521202
AA,11176,0,0,0,0,12.82,58.81,B,13.2,0,0,7,44.26693,0,0.14861158778270087,0.14746914591108048,0.14652825146913528
AA,22153,0,0,0,179.98,3.81,252.51,E,20,0,0,4,40.565968,16.226389,0.12194900214672089,0.11958828568458557,0.11737924814224243
BB,5494,0,0,0,0,37.56,98.48,A,15,0,5,7,44.26693,0,0.15025916819771132,0.14859957141535624,0.1468309983611107
BB,15090,0,0,0,197.74,0.7,176.46,A,16,0,0,8,40.565968,16.226389,0.12185358504454295,0.1194247135094234,0.11709299683570862
BB,28353,0,0,0,77.34,25.84,87.54,A,12.5,0,1,4,44.26693,0,0.15055983265240988,0.14887485333851405,0.147599995136261
AA,7512,0,0,0,0,19.48,91.04,E,13.856,0,0,7,44.26693,0,0.14878475417693457,0.1477660025869097,0.14678800106048584
FF,36224,14880,0,1,497.77,15.66,374.32,A,25.097,0,1,4,40.565968,16.226389,0.12038058352967103,0.11803528666496277,0.11585400253534317
BB,26039,0,0,0,0,27.32,80.57,A,13.2,0,0,3,44.26693,0,0.14828216657042503,0.1473078578710556,0.14603300392627716
BB,13824,0,0,0,307.67,27.14,137.7,E,13.2,0,6,7,44.26693,0,0.14536349847912788,0.14440485835075378,0.14313000440597534
FF,2219,0,0,0,0,30.22,33.22,B,13.2,0,0,5,44.26693,0,0.14979741101463637,0.14867628046444484,0.147599995136261
BB,2079,0,0,0,45.91,27.28,26.85,A,13.15,0,4,5,44.26693,0,0.1491357535123825,0.1467720035995756,0.14464200288057327
FF,6900,0,24,0,99.21,34.02,74.63,A,13.15,0,2,4,45.760933,0,0.18906008328000704,0.18835556932858058,0.18681274726986885
BB,14611,3792,0,1,342.47,16.8,157.59,A,13.32,1,0,5,44.26693,0,0.1675404148797194,0.16708000004291534,0.16663800179958344
BB,2681,0,0,0,0,9.4,46.31,A,12.5,0,0,3,44.26693,0,0.14968157932162285,0.14847771184785025,0.14742624759674072
AA,1851,0,0,0,0,16.92,28.1,B,10.392,0,0,6,44.26693,0,0.14935291185975075,0.14791428191321238,0.147599995136261
AA,6528,0,0,0,0,10.36,55.93,E,13.856,0,2,4,44.26693,0,0.14840208242336908,0.14757857152393886,0.14678800106048584
BB,4796,0,0,0,0,16.92,66.94,A,10.39,0,0,7,44.26693,0,0.14985532810290655,0.14877556690147944,0.147599995136261
BB,15484,0,0,0,147.37,0.8,207.57,A,18.41,0,0,5,40.565968,16.226389,0.12763158480326334,0.12520271326814378,0.12287099659442902
BB,7212,0,0,0,255.55,33.12,104.97,B,13.2,0,5,7,44.26693,0,0.14925758664806685,0.1477085735116686,0.14587925001978874
AA,6677,80,0,1,0,10.32,82.39,B,13.8,0,0,7,44.26693,0,0.14852500458558401,0.1473207175731659,0.14626850187778473
BB,17437,0,0,0,355.71,22.44,210.61,A,15.001,1,4,5,40.565968,16.226389,0.12431283419330914,0.12089671407427106,0.11817499995231628
BB,4109,0,0,0,0,17.45,162.57,B,13.856,0,0,7,44.26693,0,0.1472508336106936,0.14612642569201334,0.14504699409008026
BB,8033,0,0,0,79.81,18.86,101.48,A,15,0,6,7,44.26693,0,0.14873300368587175,0.1474604308605194,0.14544500038027763
BB,5445,0,0,0,76.87,45.27,61.8,A,25,0,3,4,40.565968,16.226389,0.12481016851961613,0.1216677161199706,0.11933600157499313
BB,19424,0,0,0,309.99,20.26,243.84,A,15.001,0,3,4,40.565968,16.226389,0.1264915814002355,0.12397871272904533,0.12164700031280518
BB,16291,0,0,0,0,11.42,106.09,A,13.2,0,6,7,44.26693,0,0.14532966539263725,0.14432656977857863,0.1431947499513626
FF,4522,0,0,0,40.01,29.67,56.4,A,16.4,0,0,4,40.565968,16.226389,0.12524616780380407,0.12224771401711873,0.11991599947214127
BB,61475,0,0,0,0,21.78,49.52,B,13.2,0,0,7,44.26693,0,0.1498646711309751,0.14860014617443085,0.14743950217962265
FF,1118,0,0,0,0,16.84,16.97,B,10.35,0,0,5,44.26693,0,0.14985532810290655,0.14877556690147944,0.147599995136261
BB,9717,0,0,0,303.12,25.84,143.69,A,12.5,0,1,3,44.44471,0,0.15112900113066038,0.14986085891723633,0.14858600497245789
BB,48145,0,0,0,104.44,32.88,139.22,A,13.15,0,0,4,44.26693,0,0.15121008455753326,0.14986085891723633,0.14858600497245789
BB,4311,0,0,0,118.11,21.58,56.03,A,13.856,0,4,5,44.44471,0,0.149447500705719,0.14720743255955832,0.14568400382995605
BB,7397,0,0,0,74.79,49.44,81.6,B,19.8,1,0,6,40.565968,16.226389,0.12391924920181434,0.12173471174069814,0.11940299719572067
BB,9376,0,0,0,125.02,16.44,138.75,A,13.856,0,3,4,44.26693,0,0.1497394951681296,0.14857699615614756,0.147599995136261
FF,11757,0,0,0,0,19.48,41.95,B,13.856,0,0,5,44.26693,0,0.14979741101463637,0.14867628046444484,0.147599995136261
BB,52729,795239,0,1,126.05,6.92,138.47,A,10.392,0,0,3,44.26693,0,0.14946874603629112,0.14887485333851405,0.147599995136261
BB,5582,0,0,0,25.54,28.89,64.12,A,15.935,0,0,5,40.565968,16.226389,0.1227555808921655,0.12045528420380183,0.11817499995231628
BB,4763,0,0,0,117.48,11.59,62.44,A,12,0,0,5,44.26693,0,0.14968157932162285,0.14847771184785025,0.14742624759674072
BB,2403,0,0,0,0,14.88,41.43,A,12.5,0,0,6,44.26693,0,0.14955099672079086,0.1482538559607097,0.14703449979424477
DD,9606,0,0,0,25.11,37.56,26.11,B,15.06,1,0,6,40.565968,16.226389,0.12391924920181434,0.12173471174069814,0.11940299719572067
BB,19650,0,0,0,165.69,10.32,194.73,A,16.5,0,2,5,40.565968,16.226389,0.12038058352967103,0.11803528666496277,0.11585400253534317
BB,4881,0,0,0,0,43.06,62.31,B,19,0,0,6,40.565968,16.226389,0.12417433597147465,0.12223771533795766,0.1199060007929802
BB,40,0,0,0,0,21.64,0.54,B,10.392,0,0,7,44.26693,0,0.14995350440343222,0.14875243178435735,0.14770600199699402
BB,7530,0,0,0,63.58,28.16,89.02,A,20.785,0,4,5,40.565968,16.226389,0.12445808450380962,0.12089671407427106,0.11817499995231628
BB,64156,0,0,0,32.28,19.48,33.64,A,13.856,0,0,4,44.26693,0,0.14966682841380438,0.1484524245773043,0.147599995136261
AA,7891,2935,0,1,0,6.92,74.53,E,10.392,0,2,5,44.26693,0,0.16442016512155533,0.16207814429487502,0.15901950374245644
AA,8417,5052,0,1,0,34.68,76.29,A,13.856,0,5,6,44.26693,0,0.16955333451430002,0.16778085700103215,0.16596399992704391
FF,2108,0,0,0,0,20.54,20.86,A,10.392,0,4,5,44.26693,0,0.16924116760492325,0.1674520011459078,0.16538850218057632
BB,68590,1107820,0,1,369.82,18.08,371.98,A,19.7,0,2,5,40.565968,16.226389,0.12449308298528194,0.12219528534582683,0.11991599947214127
BB,9369,0,0,0,0,3.6,137.01,A,13.3,0,0,5,44.26693,0,0.1480428328116735,0.14671485551765986,0.1454399973154068
BB,15375,103302,0,0,0,12.36,35.17,A,10.392,0,0,5,44.26693,0,0.1497394951681296,0.14857699615614756,0.147599995136261
BB,13811,0,0,0,483.41,19.28,124.78,E,10.392,0,3,4,44.26693,0,0.16567841793100038,0.1641872844525746,0.16286499798297882
FF,4262,3712,0,1,0,16.14,52,A,10.392,0,4,5,44.26693,0,0.14885258177916208,0.1467845674071993,0.1449574939906597
BB,13321,0,0,0,0,30,169.97,A,13.3,0,0,3,44.26693,0,0.14599949990709624,0.14463385939598083,0.1433590054512024
BB,39403,0,0,0,0,12.36,37.91,A,10.392,0,4,5,44.26693,0,0.14737324664990106,0.14452057012489863,0.1435379981994629
AA,3760,7037,0,1,99.16,13.26,55.42,A,10.392,0,0,4,44.26693,0,0.15070391818881035,0.14946028590202332,0.1483372487127781
BB,19169,0,0,0,160.92,25.7,183.93,A,13.856,0,0,4,44.26693,0,0.16451866552233696,0.16476728234972274,0.16344499588012695
BB,10707,30917,0,1,0,28.58,65.97,A,12.5,0,0,6,44.26693,0,0.15121008455753326,0.14986085891723633,0.14858600497245789
FF,10844,21430,0,1,331.09,25.7,148.13,A,13.856,0,0,4,44.26693,0,0.14932683110237122,0.14887485333851405,0.147599995136261
FF,29524,0,0,0,230.45,3.24,342.34,A,17.321,0,3,4,40.728886,16.291555,0.12230516287187736,0.11984599807432719,0.11745974980294704
BB,9468,0,0,0,115.62,19.48,112.13,A,13.856,0,0,5,44.26693,0,0.17069866135716438,0.16981056545461928,0.16895799338817596
BB,39403,0,0,0,0,31.2,121.05,A,27.713,1,2,5,40.565968,16.226389,0.12558791848520437,0.12283357232809067,0.11991599947214127
